Country Code,Country Name,year,tem_change
CAF,Central African Republic,1968,-0.193
TCD,Chad,1968,-0.138
CHA,Channel Islands,1968,-0.009
CHL,Chile,1968,0.39
CHN,China,1968,-0.411
HKG,"China, Hong Kong SAR",1968,-0.662
MAC,"China, Macao SAR",1968,-0.662
,"China, mainland",1968,-0.409
TWN,"China, Taiwan Province of",1968,-0.928
CXR,Christmas Island,1968,
CCK,Cocos (Keeling) Islands,1968,-0.443
COL,Colombia,1968,-0.217
COM,Comoros,1968,-0.409
COG,Congo,1968,-0.117
COK,Cook Islands,1968,-0.363
CRI,Costa Rica,1968,
CIV,Côte d'Ivoire,1968,-0.094
HRV,Croatia,1968,
CUB,Cuba,1968,-0.336
CYP,Cyprus,1968,-0.02
CZE,Czechia,1968,
,Czechoslovakia,1968,0.347
PRK,Democratic People's Republic of Korea,1968,-0.486
COD,Democratic Republic of the Congo,1968,-0.169
DNK,Denmark,1968,0.267
DJI,Djibouti,1968,-0.49
DMA,Dominica,1968,-0.328
DOM,Dominican Republic,1968,-0.191
ECU,Ecuador,1968,-0.39
EGY,Egypt,1968,-0.131
SLV,El Salvador,1968,-0.304
GNQ,Equatorial Guinea,1968,-0.054
ERI,Eritrea,1968,
EST,Estonia,1968,
SWZ,Eswatini,1968,-0.442
ETH,Ethiopia,1968,
,Ethiopia PDR,1968,-0.474
FLK,Falkland Islands (Malvinas),1968,0.286
FRO,Faroe Islands,1968,-0.253
FJI,Fiji,1968,-0.095
FIN,Finland,1968,-1.627
FRA,France,1968,-0.078
,French Guiana,1968,-0.185
PYF,French Polynesia,1968,-0.58
,French Southern and Antarctic Territories,1968,0.822
GAB,Gabon,1968,-0.115
GMB,Gambia,1968,-0.529
GEO,Georgia,1968,
DEU,Germany,1968,0.204
GHA,Ghana,1968,-0.134
GIB,Gibraltar,1968,0.014
GRC,Greece,1968,0.194
GRL,Greenland,1968,-0.26
GRD,Grenada,1968,-0.319
GLP,Guadeloupe,1968,-0.274
GTM,Guatemala,1968,-0.359
GIN,Guinea,1968,-0.163
GNB,Guinea-Bissau,1968,-0.426
GUY,Guyana,1968,-0.264
HTI,Haiti,1968,-0.27
VAT,Holy See,1968,0.002
HND,Honduras,1968,-0.33
HUN,Hungary,1968,0.39
ISL,Iceland,1968,-0.653
IND,India,1968,-0.243
IDN,Indonesia,1968,0.009
IRN,Iran (Islamic Republic of),1968,-0.245
IRQ,Iraq,1968,-0.325
IRL,Ireland,1968,0.063
IMN,Isle of Man,1968,0.03
ISR,Israel,1968,-0.088
ITA,Italy,1968,0.004
JAM,Jamaica,1968,-0.136
JPN,Japan,1968,-0.492
JOR,Jordan,1968,-0.127
KAZ,Kazakhstan,1968,
KEN,Kenya,1968,-0.557
KIR,Kiribati,1968,-0.017
KWT,Kuwait,1968,-0.268
KGZ,Kyrgyzstan,1968,
LAO,Lao People's Democratic Republic,1968,-0.159
LVA,Latvia,1968,
LBN,Lebanon,1968,-0.067
LSO,Lesotho,1968,-0.346
LBR,Liberia,1968,-0.08
LBY,Libya,1968,-0.043
LIE,Liechtenstein,1968,0.016
LTU,Lithuania,1968,
LUX,Luxembourg,1968,
MDG,Madagascar,1968,-0.412
MWI,Malawi,1968,-0.258
MYS,Malaysia,1968,-0.097
MDV,Maldives,1968,-0.238
MLI,Mali,1968,-0.256
MLT,Malta,1968,-0.022
MHL,Marshall Islands,1968,
MTQ,Martinique,1968,-0.326
MRT,Mauritania,1968,-0.472
MUS,Mauritius,1968,-0.171
MYT,Mayotte,1968,-0.361
MEX,Mexico,1968,-0.421
FSM,Micronesia (Federated States of),1968,
MID,Midway Island,1968,-0.162
MCO,Monaco,1968,-0.007
MNG,Mongolia,1968,-0.799
MNE,Montenegro,1968,
MSR,Montserrat,1968,-0.245
MAR,Morocco,1968,-0.146
MOZ,Mozambique,1968,-0.379
MMR,Myanmar,1968,-0.17
NAM,Namibia,1968,-0.161
NRU,Nauru,1968,
NPL,Nepal,1968,-0.402
NLD,Netherlands,1968,0.165
ANT,Netherlands Antilles (former),1968,-0.111
NCL,New Caledonia,1968,-0.413
NZL,New Zealand,1968,-0.074
NIC,Nicaragua,1968,-0.336
NER,Niger,1968,0.102
NGA,Nigeria,1968,-0.053
NIU,Niue,1968,-0.111
NFK,Norfolk Island,1968,-0.025
MKD,North Macedonia,1968,
NOR,Norway,1968,-0.934
OMN,Oman,1968,-0.589
,Pacific Islands Trust Territory,1968,-0.027
PAK,Pakistan,1968,-0.454
PLW,Palau,1968,
PSE,Palestine,1968,-0.076
PAN,Panama,1968,-0.205
PNG,Papua New Guinea,1968,-0.073
PRY,Paraguay,1968,-0.002
PER,Peru,1968,-0.299
PHL,Philippines,1968,-0.086
,Pitcairn Islands,1968,-0.348
POL,Poland,1968,0.461
PRT,Portugal,1968,0.016
PRI,Puerto Rico,1968,-0.277
QAT,Qatar,1968,-0.702
KOR,Republic of Korea,1968,-0.689
MDA,Republic of Moldova,1968,
REU,Réunion,1968,-0.275
ROU,Romania,1968,0.433
RUS,Russian Federation,1968,
RWA,Rwanda,1968,-0.052
SHN,"Saint Helena, Ascension and Tristan da Cunha",1968,0.243
KNA,Saint Kitts and Nevis,1968,-0.245
LCA,Saint Lucia,1968,-0.327
SPM,Saint Pierre and Miquelon,1968,0.061
VCT,Saint Vincent and the Grenadines,1968,-0.319
WSM,Samoa,1968,-0.277
SMR,San Marino,1968,-0.051
STP,Sao Tome and Principe,1968,-0.051
SAU,Saudi Arabia,1968,-0.422
SEN,Senegal,1968,-0.492
SRB,Serbia,1968,
SCG,Serbia and Montenegro,1968,
SYC,Seychelles,1968,-0.183
SLE,Sierra Leone,1968,-0.073
SGP,Singapore,1968,0.119
SVK,Slovakia,1968,
SVN,Slovenia,1968,
SLB,Solomon Islands,1968,-0.15
SOM,Somalia,1968,-0.538
ZAF,South Africa,1968,-0.381
SGS,South Georgia and the South Sandwich Islands,1968,0.405
SSD,South Sudan,1968,
ESP,Spain,1968,0.08
LKA,Sri Lanka,1968,-0.081
SDN,Sudan,1968,
,Sudan (former),1968,-0.338
SUR,Suriname,1968,-0.232
SJM,Svalbard and Jan Mayen Islands,1968,-3.252
SWE,Sweden,1968,-0.931
CHE,Switzerland,1968,-0.065
SYR,Syrian Arab Republic,1968,-0.199
TJK,Tajikistan,1968,
THA,Thailand,1968,-0.124
TLS,Timor-Leste,1968,0.143
TGO,Togo,1968,-0.097
TKL,Tokelau,1968,-0.194
TON,Tonga,1968,0.027
TTO,Trinidad and Tobago,1968,-0.336
TUN,Tunisia,1968,0.005
TUR,Turkey,1968,-0.028
TKM,Turkmenistan,1968,
TCA,Turks and Caicos Islands,1968,-0.135
TUV,Tuvalu,1968,-0.213
UGA,Uganda,1968,-0.265
UKR,Ukraine,1968,
ARE,United Arab Emirates,1968,-0.746
,United Kingdom,1968,-0.064
TZA,United Republic of Tanzania,1968,-0.465
USA,United States of America,1968,-0.082
VIR,United States Virgin Islands,1968,-0.243
URY,Uruguay,1968,0.403
,USSR,1968,0.096
UZB,Uzbekistan,1968,
VUT,Vanuatu,1968,-0.261
VEN,Venezuela (Bolivarian Republic of),1968,-0.219
VNM,Viet Nam,1968,-0.304
WAK,Wake Island,1968,
WLF,Wallis and Futuna Islands,1968,-0.1
ESH,Western Sahara,1968,-0.3
YEM,Yemen,1968,-0.255
,Yugoslav SFR,1968,0.187
ZMB,Zambia,1968,-0.134
ZWE,Zimbabwe,1968,0.076
X01,World,1968,-0.12
X06,Africa,1968,-0.218
,Eastern Africa,1968,-0.38
,Middle Africa,1968,-0.16
,Northern Africa,1968,-0.163
,Southern Africa,1968,-0.27
,Western Africa,1968,-0.167
X21,Americas,1968,0.006
,Northern America,1968,0.196
,Central America,1968,-0.4
,Caribbean,1968,-0.281
,South America,1968,-0.147
,Asia,1968,-0.337
,Central Asia,1968,
,Eastern Asia,1968,-0.468
,Southern Asia,1968,-0.283
,South-Eastern Asia,1968,-0.083
,Western Asia,1968,-0.328
,Europe,1968,0.048
,Eastern Europe,1968,0.109
,Northern Europe,1968,-0.854
,Southern Europe,1968,0.09
,Western Europe,1968,0.046
,Oceania,1968,-0.195
,Australia and New Zealand,1968,-0.202
,Melanesia,1968,-0.094
,Micronesia,1968,-0.024
,Polynesia,1968,-0.385
,European Union,1968,-0.129
,Least Developed Countries,1968,-0.264
,Land Locked Developing Countries,1968,-0.216
,Small Island Developing States,1968,-0.191
,Low Income Food Deficit Countries,1968,-0.265
,Net Food Importing Developing Countries,1968,-0.287
,Annex I countries,1968,0.058
,Non-Annex I countries,1968,-0.248
,OECD,1968,0.013
AFG,Afghanistan,1969,-0.491
ALB,Albania,1969,-0.024
DZA,Algeria,1969,0.262
ASM,American Samoa,1969,0.107
AND,Andorra,1969,-0.156
AGO,Angola,1969,0.19
AIA,Anguilla,1969,0.276
ATA,Antarctica,1969,-0.256
ATG,Antigua and Barbuda,1969,0.239
ARG,Argentina,1969,0.283
ARM,Armenia,1969,
ABW,Aruba,1969,0.423
AUS,Australia,1969,0.112
AUT,Austria,1969,-0.124
AZE,Azerbaijan,1969,
BHS,Bahamas,1969,-0.11
BHR,Bahrain,1969,0.58
BGD,Bangladesh,1969,0.009
BRB,Barbados,1969,0.317
BLR,Belarus,1969,
BEL,Belgium,1969,
,Belgium-Luxembourg,1969,-0.013
BLZ,Belize,1969,0.189
BEN,Benin,1969,0.319
BTN,Bhutan,1969,0.114
BOL,Bolivia (Plurinational State of),1969,0.648
BIH,Bosnia and Herzegovina,1969,
BWA,Botswana,1969,0.215
BRA,Brazil,1969,0.349
VGB,British Virgin Islands,1969,0.322
BRN,Brunei Darussalam,1969,0.195
BGR,Bulgaria,1969,-0.486
BFA,Burkina Faso,1969,0.571
BDI,Burundi,1969,0.206
CPV,Cabo Verde,1969,0.625
KHM,Cambodia,1969,0.564
CMR,Cameroon,1969,0.191
CAN,Canada,1969,-0.001
CYM,Cayman Islands,1969,0.188
CAF,Central African Republic,1969,0.107
TCD,Chad,1969,0.576
CHA,Channel Islands,1969,0.203
CHL,Chile,1969,0.192
CHN,China,1969,-0.216
HKG,"China, Hong Kong SAR",1969,-0.017
MAC,"China, Macao SAR",1969,-0.017
,"China, mainland",1969,-0.217
TWN,"China, Taiwan Province of",1969,0.014
CXR,Christmas Island,1969,
CCK,Cocos (Keeling) Islands,1969,0.357
COL,Colombia,1969,0.343
COM,Comoros,1969,0.242
COG,Congo,1969,0.12
COK,Cook Islands,1969,0.024
CRI,Costa Rica,1969,-0.016
CIV,Côte d'Ivoire,1969,0.324
HRV,Croatia,1969,
CUB,Cuba,1969,0.002
CYP,Cyprus,1969,0.143
CZE,Czechia,1969,
,Czechoslovakia,1969,-0.205
PRK,Democratic People's Republic of Korea,1969,-0.473
COD,Democratic Republic of the Congo,1969,0.135
DNK,Denmark,1969,-0.145
DJI,Djibouti,1969,0.171
DMA,Dominica,1969,0.262
DOM,Dominican Republic,1969,0.275
ECU,Ecuador,1969,0.417
EGY,Egypt,1969,0.422
SLV,El Salvador,1969,0.338
GNQ,Equatorial Guinea,1969,0.102
ERI,Eritrea,1969,
EST,Estonia,1969,
SWZ,Eswatini,1969,0.406
ETH,Ethiopia,1969,
,Ethiopia PDR,1969,0.276
FLK,Falkland Islands (Malvinas),1969,-0.348
FRO,Faroe Islands,1969,-0.348
FJI,Fiji,1969,-0.053
FIN,Finland,1969,-0.472
FRA,France,1969,0.018
,French Guiana,1969,0.447
PYF,French Polynesia,1969,0.256
,French Southern and Antarctic Territories,1969,0.001
GAB,Gabon,1969,0.129
GMB,Gambia,1969,0.825
GEO,Georgia,1969,
DEU,Germany,1969,-0.111
GHA,Ghana,1969,0.291
GIB,Gibraltar,1969,-0.325
GRC,Greece,1969,-0.071
GRL,Greenland,1969,-0.252
GRD,Grenada,1969,0.307
GLP,Guadeloupe,1969,0.266
GTM,Guatemala,1969,0.382
GIN,Guinea,1969,0.463
GNB,Guinea-Bissau,1969,0.719
GUY,Guyana,1969,0.45
HTI,Haiti,1969,0.177
VAT,Holy See,1969,-0.041
HND,Honduras,1969,0.314
HUN,Hungary,1969,-0.27
ISL,Iceland,1969,-0.948
IND,India,1969,0.3
IDN,Indonesia,1969,0.172
IRN,Iran (Islamic Republic of),1969,-0.343
IRQ,Iraq,1969,0.183
IRL,Ireland,1969,-0.272
IMN,Isle of Man,1969,-0.293
ISR,Israel,1969,0.274
ITA,Italy,1969,-0.118
JAM,Jamaica,1969,0.228
JPN,Japan,1969,-0.039
JOR,Jordan,1969,0.387
KAZ,Kazakhstan,1969,
KEN,Kenya,1969,0.145
KIR,Kiribati,1969,0.357
KWT,Kuwait,1969,0.373
KGZ,Kyrgyzstan,1969,
LAO,Lao People's Democratic Republic,1969,0.499
LVA,Latvia,1969,
LBN,Lebanon,1969,0.241
LSO,Lesotho,1969,0.509
LBR,Liberia,1969,0.101
LBY,Libya,1969,0.752
LIE,Liechtenstein,1969,-0.014
LTU,Lithuania,1969,
LUX,Luxembourg,1969,
MDG,Madagascar,1969,0.414
MWI,Malawi,1969,0.337
MYS,Malaysia,1969,0.217
MDV,Maldives,1969,0.233
MLI,Mali,1969,0.696
MLT,Malta,1969,-0.13
MHL,Marshall Islands,1969,
MTQ,Martinique,1969,0.274
MRT,Mauritania,1969,0.566
MUS,Mauritius,1969,0.335
MYT,Mayotte,1969,0.244
MEX,Mexico,1969,0.178
FSM,Micronesia (Federated States of),1969,
MID,Midway Island,1969,-0.255
MCO,Monaco,1969,-0.253
MNG,Mongolia,1969,-0.857
MNE,Montenegro,1969,
MSR,Montserrat,1969,0.239
MAR,Morocco,1969,-0.002
MOZ,Mozambique,1969,0.292
MMR,Myanmar,1969,0.195
NAM,Namibia,1969,0.226
NRU,Nauru,1969,
NPL,Nepal,1969,0.068
NLD,Netherlands,1969,-0.002
ANT,Netherlands Antilles (former),1969,0.398
NCL,New Caledonia,1969,-0.153
NZL,New Zealand,1969,-0.37
NIC,Nicaragua,1969,0.269
NER,Niger,1969,0.748
NGA,Nigeria,1969,0.359
NIU,Niue,1969,
NFK,Norfolk Island,1969,-0.384
MKD,North Macedonia,1969,
NOR,Norway,1969,-0.169
OMN,Oman,1969,0.371
,Pacific Islands Trust Territory,1969,-0.05
PAK,Pakistan,1969,0.264
PLW,Palau,1969,
PSE,Palestine,1969,0.27
PAN,Panama,1969,0.153
PNG,Papua New Guinea,1969,0.112
PRY,Paraguay,1969,0.468
PER,Peru,1969,0.505
PHL,Philippines,1969,0.138
,Pitcairn Islands,1969,-0.239
POL,Poland,1969,-0.489
PRT,Portugal,1969,-0.366
PRI,Puerto Rico,1969,0.381
QAT,Qatar,1969,0.52
KOR,Republic of Korea,1969,-0.305
MDA,Republic of Moldova,1969,
REU,Réunion,1969,0.184
ROU,Romania,1969,-0.595
RUS,Russian Federation,1969,
RWA,Rwanda,1969,0.211
SHN,"Saint Helena, Ascension and Tristan da Cunha",1969,0.036
KNA,Saint Kitts and Nevis,1969,0.239
LCA,Saint Lucia,1969,0.296
SPM,Saint Pierre and Miquelon,1969,0.557
VCT,Saint Vincent and the Grenadines,1969,0.307
WSM,Samoa,1969,0.162
SMR,San Marino,1969,-0.124
STP,Sao Tome and Principe,1969,0.126
SAU,Saudi Arabia,1969,0.525
SEN,Senegal,1969,0.767
SRB,Serbia,1969,
SCG,Serbia and Montenegro,1969,
SYC,Seychelles,1969,0.174
SLE,Sierra Leone,1969,0.26
SGP,Singapore,1969,0.369
SVK,Slovakia,1969,
SVN,Slovenia,1969,
SLB,Solomon Islands,1969,0.231
SOM,Somalia,1969,0.053
ZAF,South Africa,1969,0.284
SGS,South Georgia and the South Sandwich Islands,1969,0.297
SSD,South Sudan,1969,
ESP,Spain,1969,-0.308
LKA,Sri Lanka,1969,0.217
SDN,Sudan,1969,
,Sudan (former),1969,0.398
SUR,Suriname,1969,0.492
SJM,Svalbard and Jan Mayen Islands,1969,-1.74
SWE,Sweden,1969,-0.211
CHE,Switzerland,1969,-0.081
SYR,Syrian Arab Republic,1969,0.146
TJK,Tajikistan,1969,
THA,Thailand,1969,0.465
TLS,Timor-Leste,1969,0.274
TGO,Togo,1969,0.277
TKL,Tokelau,1969,0.131
TON,Tonga,1969,-0.185
TTO,Trinidad and Tobago,1969,0.476
TUN,Tunisia,1969,-0.003
TUR,Turkey,1969,-0.069
TKM,Turkmenistan,1969,
TCA,Turks and Caicos Islands,1969,0.269
TUV,Tuvalu,1969,0.26
UGA,Uganda,1969,0.121
UKR,Ukraine,1969,
ARE,United Arab Emirates,1969,0.425
,United Kingdom,1969,-0.209
TZA,United Republic of Tanzania,1969,0.355
USA,United States of America,1969,-0.274
VIR,United States Virgin Islands,1969,0.327
URY,Uruguay,1969,0.162
,USSR,1969,-1.178
UZB,Uzbekistan,1969,
VUT,Vanuatu,1969,0.042
VEN,Venezuela (Bolivarian Republic of),1969,0.505
VNM,Viet Nam,1969,0.548
WAK,Wake Island,1969,
WLF,Wallis and Futuna Islands,1969,-0.217
ESH,Western Sahara,1969,0.365
YEM,Yemen,1969,0.249
,Yugoslav SFR,1969,-0.22
ZMB,Zambia,1969,0.236
ZWE,Zimbabwe,1969,0.202
X01,World,1969,-0.09
X06,Africa,1969,0.354
,Eastern Africa,1969,0.253
,Middle Africa,1969,0.231
,Northern Africa,1969,0.406
,Southern Africa,1969,0.254
,Western Africa,1969,0.56
X21,Americas,1969,0.11
,Northern America,1969,-0.138
,Central America,1969,0.195
,Caribbean,1969,0.119
,South America,1969,0.374
,Asia,1969,-0.017
,Central Asia,1969,
,Eastern Asia,1969,-0.299
,Southern Asia,1969,0.045
,South-Eastern Asia,1969,0.271
,Western Asia,1969,0.328
,Europe,1969,-1.01
,Eastern Europe,1969,-1.15
,Northern Europe,1969,-0.302
,Southern Europe,1969,-0.221
,Western Europe,1969,-0.04
,Oceania,1969,0.096
,Australia and New Zealand,1969,0.096
,Melanesia,1969,0.102
,Micronesia,1969,0.076
,Polynesia,1969,0.162
,European Union,1969,-0.244
,Least Developed Countries,1969,0.334
,Land Locked Developing Countries,1969,0.239
,Small Island Developing States,1969,0.241
,Low Income Food Deficit Countries,1969,0.321
,Net Food Importing Developing Countries,1969,0.266
,Annex I countries,1969,-0.526
,Non-Annex I countries,1969,0.223
,OECD,1969,-0.068
AFG,Afghanistan,1970,0.858
ALB,Albania,1970,-0.129
DZA,Algeria,1970,0.075
ASM,American Samoa,1970,-0.049
AND,Andorra,1970,0.107
AGO,Angola,1970,0.223
AIA,Anguilla,1970,-0.008
ATA,Antarctica,1970,-0.133
ATG,Antigua and Barbuda,1970,-0.003
ARG,Argentina,1970,0.439
ARM,Armenia,1970,
ABW,Aruba,1970,0.182
AUS,Australia,1970,0.002
AUT,Austria,1970,-0.55
AZE,Azerbaijan,1970,
BHS,Bahamas,1970,-0.483
BHR,Bahrain,1970,0.278
BGD,Bangladesh,1970,-0.028
BRB,Barbados,1970,0.083
BLR,Belarus,1970,
BEL,Belgium,1970,
,Belgium-Luxembourg,1970,-0.472
BLZ,Belize,1970,-0.26
BEN,Benin,1970,0.318
BTN,Bhutan,1970,-0.027
BOL,Bolivia (Plurinational State of),1970,0.344
BIH,Bosnia and Herzegovina,1970,
BWA,Botswana,1970,0.623
BRA,Brazil,1970,0.123
VGB,British Virgin Islands,1970,0.007
BRN,Brunei Darussalam,1970,-0.012
BGR,Bulgaria,1970,0.201
BFA,Burkina Faso,1970,0.352
BDI,Burundi,1970,0.331
CPV,Cabo Verde,1970,0.608
KHM,Cambodia,1970,0.062
CMR,Cameroon,1970,0.167
CAN,Canada,1970,0.427
CYM,Cayman Islands,1970,-0.123
CAF,Central African Republic,1970,0.237
TCD,Chad,1970,0.203
CHA,Channel Islands,1970,0.082
CHL,Chile,1970,0.215
CHN,China,1970,-0.309
HKG,"China, Hong Kong SAR",1970,-0.414
MAC,"China, Macao SAR",1970,-0.414
,"China, mainland",1970,-0.309
TWN,"China, Taiwan Province of",1970,-0.328
CXR,Christmas Island,1970,
CCK,Cocos (Keeling) Islands,1970,0.003
COL,Colombia,1970,0.054
COM,Comoros,1970,0.101
COG,Congo,1970,0.158
COK,Cook Islands,1970,0.306
CRI,Costa Rica,1970,-0.441
CIV,Côte d'Ivoire,1970,0.266
HRV,Croatia,1970,
CUB,Cuba,1970,-0.39
CYP,Cyprus,1970,0.474
CZE,Czechia,1970,
,Czechoslovakia,1970,-0.741
PRK,Democratic People's Republic of Korea,1970,-0.398
COD,Democratic Republic of the Congo,1970,0.221
DNK,Denmark,1970,-1.212
DJI,Djibouti,1970,0.017
DMA,Dominica,1970,0.004
DOM,Dominican Republic,1970,-0.05
ECU,Ecuador,1970,-0.103
EGY,Egypt,1970,-0.073
SLV,El Salvador,1970,-0.049
GNQ,Equatorial Guinea,1970,0.235
ERI,Eritrea,1970,
EST,Estonia,1970,
SWZ,Eswatini,1970,0.538
ETH,Ethiopia,1970,
,Ethiopia PDR,1970,0.385
FLK,Falkland Islands (Malvinas),1970,0.203
FRO,Faroe Islands,1970,-0.516
FJI,Fiji,1970,0.135
FIN,Finland,1970,-0.626
FRA,France,1970,-0.1
,French Guiana,1970,0.215
PYF,French Polynesia,1970,0.218
,French Southern and Antarctic Territories,1970,0.194
GAB,Gabon,1970,0.154
GMB,Gambia,1970,0.39
GEO,Georgia,1970,
DEU,Germany,1970,-0.834
GHA,Ghana,1970,0.292
GIB,Gibraltar,1970,-0.069
GRC,Greece,1970,0.283
GRL,Greenland,1970,-0.225
GRD,Grenada,1970,0.081
GLP,Guadeloupe,1970,-0.003
GTM,Guatemala,1970,-0.131
GIN,Guinea,1970,0.341
GNB,Guinea-Bissau,1970,0.337
GUY,Guyana,1970,0.404
HTI,Haiti,1970,-0.121
VAT,Holy See,1970,-0.193
HND,Honduras,1970,-0.03
HUN,Hungary,1970,-0.503
ISL,Iceland,1970,-0.696
IND,India,1970,0.034
IDN,Indonesia,1970,0.145
IRN,Iran (Islamic Republic of),1970,0.982
IRQ,Iraq,1970,0.638
IRL,Ireland,1970,0.053
IMN,Isle of Man,1970,0.043
ISR,Israel,1970,0.225
ITA,Italy,1970,-0.169
JAM,Jamaica,1970,-0.257
JPN,Japan,1970,-0.37
JOR,Jordan,1970,0.257
KAZ,Kazakhstan,1970,
KEN,Kenya,1970,0.246
KIR,Kiribati,1970,0.109
KWT,Kuwait,1970,0.526
KGZ,Kyrgyzstan,1970,
LAO,Lao People's Democratic Republic,1970,-0.051
LVA,Latvia,1970,
LBN,Lebanon,1970,0.405
LSO,Lesotho,1970,0.527
LBR,Liberia,1970,0.283
LBY,Libya,1970,-0.215
LIE,Liechtenstein,1970,-0.554
LTU,Lithuania,1970,
LUX,Luxembourg,1970,
MDG,Madagascar,1970,0.252
MWI,Malawi,1970,0.16
MYS,Malaysia,1970,0.079
MDV,Maldives,1970,
MLI,Mali,1970,0.404
MLT,Malta,1970,-0.129
MHL,Marshall Islands,1970,
MTQ,Martinique,1970,0.011
MRT,Mauritania,1970,0.67
MUS,Mauritius,1970,0.331
MYT,Mayotte,1970,0.26
MEX,Mexico,1970,-0.299
FSM,Micronesia (Federated States of),1970,
MID,Midway Island,1970,-0.077
MCO,Monaco,1970,-0.05
MNG,Mongolia,1970,-0.301
MNE,Montenegro,1970,
MSR,Montserrat,1970,-0.003
MAR,Morocco,1970,0.092
MOZ,Mozambique,1970,0.218
MMR,Myanmar,1970,-0.019
NAM,Namibia,1970,0.482
NRU,Nauru,1970,
NPL,Nepal,1970,0.076
NLD,Netherlands,1970,-0.586
ANT,Netherlands Antilles (former),1970,0.164
NCL,New Caledonia,1970,0.466
NZL,New Zealand,1970,0.594
NIC,Nicaragua,1970,-0.178
NER,Niger,1970,0.06
NGA,Nigeria,1970,0.207
NIU,Niue,1970,
NFK,Norfolk Island,1970,0.426
MKD,North Macedonia,1970,
NOR,Norway,1970,-0.691
OMN,Oman,1970,0.957
,Pacific Islands Trust Territory,1970,0.108
PAK,Pakistan,1970,0.607
PLW,Palau,1970,
PSE,Palestine,1970,0.227
PAN,Panama,1970,0.127
PNG,Papua New Guinea,1970,0.175
PRY,Paraguay,1970,0.337
PER,Peru,1970,-0.046
PHL,Philippines,1970,0.223
,Pitcairn Islands,1970,0.409
POL,Poland,1970,-1.284
PRT,Portugal,1970,0.045
PRI,Puerto Rico,1970,0.015
QAT,Qatar,1970,0.142
KOR,Republic of Korea,1970,-0.508
MDA,Republic of Moldova,1970,
REU,Réunion,1970,0.27
ROU,Romania,1970,-0.064
RUS,Russian Federation,1970,
RWA,Rwanda,1970,0.252
SHN,"Saint Helena, Ascension and Tristan da Cunha",1970,-0.258
KNA,Saint Kitts and Nevis,1970,-0.003
LCA,Saint Lucia,1970,0.049
SPM,Saint Pierre and Miquelon,1970,0.944
VCT,Saint Vincent and the Grenadines,1970,0.081
WSM,Samoa,1970,0.204
SMR,San Marino,1970,-0.117
STP,Sao Tome and Principe,1970,0.188
SAU,Saudi Arabia,1970,0.395
SEN,Senegal,1970,0.539
SRB,Serbia,1970,
SCG,Serbia and Montenegro,1970,
SYC,Seychelles,1970,0.285
SLE,Sierra Leone,1970,0.331
SGP,Singapore,1970,0.113
SVK,Slovakia,1970,
SVN,Slovenia,1970,
SLB,Solomon Islands,1970,0.139
SOM,Somalia,1970,0.108
ZAF,South Africa,1970,0.357
SGS,South Georgia and the South Sandwich Islands,1970,0.022
SSD,South Sudan,1970,
ESP,Spain,1970,0.117
LKA,Sri Lanka,1970,0.115
SDN,Sudan,1970,
,Sudan (former),1970,0.211
SUR,Suriname,1970,0.227
SJM,Svalbard and Jan Mayen Islands,1970,-0.19
SWE,Sweden,1970,-1.099
CHE,Switzerland,1970,-0.49
SYR,Syrian Arab Republic,1970,0.63
TJK,Tajikistan,1970,
THA,Thailand,1970,0.012
TLS,Timor-Leste,1970,0.439
TGO,Togo,1970,0.301
TKL,Tokelau,1970,-0.342
TON,Tonga,1970,0.354
TTO,Trinidad and Tobago,1970,0.163
TUN,Tunisia,1970,-0.187
TUR,Turkey,1970,0.855
TKM,Turkmenistan,1970,
TCA,Turks and Caicos Islands,1970,-0.068
TUV,Tuvalu,1970,0.013
UGA,Uganda,1970,0.021
UKR,Ukraine,1970,
ARE,United Arab Emirates,1970,0.287
,United Kingdom,1970,-0.075
TZA,United Republic of Tanzania,1970,0.197
USA,United States of America,1970,-0.031
VIR,United States Virgin Islands,1970,-0.008
URY,Uruguay,1970,0.408
,USSR,1970,0.327
UZB,Uzbekistan,1970,
VUT,Vanuatu,1970,0.306
VEN,Venezuela (Bolivarian Republic of),1970,0.166
VNM,Viet Nam,1970,-0.061
WAK,Wake Island,1970,
WLF,Wallis and Futuna Islands,1970,0.048
ESH,Western Sahara,1970,0.521
YEM,Yemen,1970,0.374
,Yugoslav SFR,1970,-0.314
ZMB,Zambia,1970,0.343
ZWE,Zimbabwe,1970,0.416
X01,World,1970,0.153
X06,Africa,1970,0.221
,Eastern Africa,1970,0.26
,Middle Africa,1970,0.21
,Northern Africa,1970,0.048
,Southern Africa,1970,0.457
,Western Africa,1970,0.33
X21,Americas,1970,0.159
,Northern America,1970,0.194
,Central America,1970,-0.261
,Caribbean,1970,-0.244
,South America,1970,0.184
,Asia,1970,0.073
,Central Asia,1970,
,Eastern Asia,1970,-0.313
,Southern Asia,1970,0.418
,South-Eastern Asia,1970,0.077
,Western Asia,1970,0.534
,Europe,1970,0.189
,Eastern Europe,1970,0.291
,Northern Europe,1970,-0.68
,Southern Europe,1970,-0.026
,Western Europe,1970,-0.415
,Oceania,1970,0.032
,Australia and New Zealand,1970,0.022
,Melanesia,1970,0.185
,Micronesia,1970,0.108
,Polynesia,1970,0.218
,European Union,1970,-0.399
,Least Developed Countries,1970,0.266
,Land Locked Developing Countries,1970,0.23
,Small Island Developing States,1970,0.149
